basename,category,word_count,has_pdf_download_link,confidence
upenn_law_review_The_Abuses_of_History_in_Constitutional_Interpreta,abstract_only,5971,True,medium
upenn_law_review_The_Democratic_Deficit_of_Living_Originalism,abstract_only,6136,True,medium
upenn_law_review_The_Past_is_Always_Changing__A_Story_in_Three_Part,abstract_only,5995,True,medium
upenn_law_review_Why_We_Should_Stop_Saying__The_Founders_,abstract_only,5976,True,medium
upenn_ninos_paradox,abstract_only,5966,True,medium
upenn_originalist_framing,abstract_only,6136,True,medium
upenn_past_is_changing,abstract_only,5995,True,medium
upenn_private_enforcement,abstract_only,6533,True,medium
upenn_terms_of_service_fourth_amendment,abstract_only,6161,True,medium
usc_law_review_criminalization_an_exceptionally_american_response_to_homele,full_text,14201,True,high
usc_law_review_fair_use_and_fair_price,full_text,17905,True,high
usc_law_review_familial_dna_and_due_process_for_innocents,full_text,26204,True,high
usc_law_review_fintech_and_techno_solutionism,full_text,32374,True,high
usc_law_review_in_the_name_of_accountability,full_text,12934,True,high
usc_law_review_islands_of_algorithmic_integrity_imagining_a_democratic_digi,full_text,14449,True,high
usc_law_review_listeners_choices_online,full_text,21134,True,high
usc_law_review_listening_on_campus_academic_freedom_and_its_audiences,full_text,14184,True,high
usc_law_review_mind_the_gap_s_mitigating_harassment_in_a_post_metoo_workpla,full_text,20562,True,high
usc_law_review_respecting_listeners_autonomy_the_right_to_be_left_alone,full_text,13615,True,high
usc_law_review_the_default_rule_and_due_process_diverging_interpretations_o,full_text,19378,True,high
usc_law_review_the_first_amendment_of_fear,abstract_only,6051,True,medium
vanderbilt_law_review_A_Crust_of_Bread__Religious_Resistance_and_the_Fou,abstract_only,2130,True,high
vanderbilt_law_review_Congress_s_Power_Over_the_Electoral_Count,abstract_only,2163,True,high
vanderbilt_law_review_Defense_Wins_Championships__and_Labor_Disputes___H,abstract_only,2211,True,high
vanderbilt_law_review_Goodbye__Zoning_,abstract_only,2142,True,high
vanderbilt_law_review_The_Illusion_of_Stability_in_Family_Law,abstract_only,2171,True,high
vanderbilt_law_review__Vanderbilt_Law_Review___Vol_78___Iss_4_,abstract_only,1935,True,high
virginia_law_review_Articles,abstract_only,612,False,medium
virginia_law_review_Deterring_Unenforceable_Terms,abstract_only,4841,True,high
virginia_law_review_Fourth_Amendment_Trespass_and_Internet_Search_Hist,abstract_only,1528,True,high
virginia_law_review_Free_Speech__Breathing_Space__and_Liability_Insura,abstract_only,4557,True,high
virginia_law_review_Free_Speech_as_White_Privilege__Racialization__Sup,abstract_only,2462,True,high
virginia_law_review_Neo-Brandeis_Goes_to_Washington__A_Provisional_Ass,abstract_only,1195,True,high
virginia_law_review_The_Association_Game__Applying_Noscitur_a_Sociis_a,abstract_only,2063,True,high
virginia_law_review_abortions-new-criminalization-a-history-and-tradition-right-to-health-care-access-after-dobbs,abstract_only,3935,True,high
virginia_law_review_adapting_conservation_governance_under_climate_change_lessons_from_indian_country,abstract_only,647,False,medium
virginia_law_review_an-alternative-to-constraining-judges-with-constitutional-theories-the-internal-goods-approach,abstract_only,3008,True,high
virginia_law_review_antitrusts-interdependence-paradox,abstract_only,1336,True,high
virginia_law_review_consent_and_compensation_resolving_generative_ais_copyright_crisis,abstract_only,370,False,medium
virginia_law_review_constraining_legislative_expulsion,abstract_only,646,False,medium
virginia_law_review_criminal_violations,abstract_only,587,False,medium
virginia_law_review_deterring-unenforceable-terms,abstract_only,4841,True,high
virginia_law_review_editing_classic_books_a_threat_to_the_public_domain,abstract_only,890,False,medium
virginia_law_review_fourth-amendment-trespass-and-internet-search-history,abstract_only,1528,True,high
virginia_law_review_free-speech-as-white-privilege-racialization-suppression-and-the-palestine-exception,abstract_only,2462,True,high
virginia_law_review_free-speech-breathing-space-and-liability-insurance,abstract_only,4557,True,high
virginia_law_review_frictionless_government_and_foreign_relations,abstract_only,492,False,medium
virginia_law_review_medicaid_act_protections_for_gender_affirming_care,abstract_only,451,False,medium
virginia_law_review_neo-brandeis-goes-to-washington-a-provisional-assessment-of-the-biden-administrations-antitrust-record,abstract_only,1195,True,high
virginia_law_review_political-mootness,abstract_only,3712,True,high
virginia_law_review_solitary-confinement-human-dignity-and-the-eighth-amendment,abstract_only,6391,True,medium
virginia_law_review_standing_shoulder_pad_to_shoulder_pad_collective_bargaining_in_college_athletics,abstract_only,602,False,medium
virginia_law_review_the-association-game-applying-noscitur-a-sociis-and-ejusdem-generis,abstract_only,2063,True,high
virginia_law_review_the-radical-fair-housing-act,abstract_only,4623,True,high
virginia_law_review_the-right-thing-in-the-wrong-place-unstable-dicta-and-aesthetics-gradual-incursion-into-the-traditional-police-power-justifications,abstract_only,3204,True,high
virginia_law_review_the-unenumerated-power,full_text,13335,True,high
virginia_law_review_the_founders_purse,abstract_only,565,False,medium
virginia_law_review_united_states_v_rahimi_we_do_not_resolve_any_of_those_questions_because_we_cannot,abstract_only,665,False,medium
washington_university_law_review_Print,full_text,15257,False,high
wisconsin_law_review_assessing_experiential_learning_jobs_and_all_a_response_to_the_three_professors,abstract_only,7774,True,medium
wisconsin_law_review_copyright_and_innovation_déjà_vu_all_over_again,abstract_only,2248,True,high
wisconsin_law_review_copyright_and_innovation_responses_to_marks_masnick_and_picker,abstract_only,6167,True,medium
wisconsin_law_review_debunking_the_stifling_innovation_myth_the_music_businesss_successful_transition_to_digital,abstract_only,2184,True,high
wisconsin_law_review_disparaging_the_supreme_court_is_scotus_in_serious_trouble,abstract_only,4861,True,high
wisconsin_law_review_forbidden_films_and_the_first_amendment,abstract_only,7932,True,medium
wisconsin_law_review_from_a_scream_to_a_whisper_the_supreme_court_does_little_to_fix_its_bankruptcy_court_mess_executive_,abstract_only,5133,True,medium
wisconsin_law_review_heterogeneity_legislative_history_and_the_costs_of_litigation_a_brief_comment_on_bruhls_hierarchy_an,abstract_only,2957,True,high
wisconsin_law_review_judging_indian_character_the_supreme_courts_opportunity_in_nebraska_v_parker,abstract_only,2377,True,high
wisconsin_law_review_limelight_v_akamai_limiting_induced_infringement,abstract_only,3485,True,high
wisconsin_law_review_marriage_equality_comes_to_wisconsin,full_text,9630,True,high
wisconsin_law_review_reforming_software_claiming,abstract_only,2565,True,high
wisconsin_law_review_requiring_exhaustion_for_cumulative_error_review_of_harmlessness_does_not_add_up,abstract_only,4221,True,high
wisconsin_law_review_response_to_sanders_maiingan_as_property,abstract_only,2002,True,high
wisconsin_law_review_when_you_let_incumbents_veto_innovation_you_get_less_innovation,abstract_only,5471,True,medium
wisconsin_law_review_wisconsin_law_review_online_2015_symposium,abstract_only,2348,True,high
yale_law_journal_Antiracist_Expert_Evidence,abstract_only,2835,True,high
yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism,abstract_only,7260,True,medium
yale_law_journal_The_Dangerous_Rise_of_Dual_Use_Objects_in_War,abstract_only,5496,True,medium
yale_law_journal_The_Prison_Discovery_Crisis,abstract_only,6116,True,medium
yale_law_journal___,abstract_only,211,False,medium
