document,text,html_label,docling_label,similarity,html_index,pdf_index
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,The hallmark of many background principles opinions has been that they offer 'little explanation' of how background principles actually apply to the facts at bar. 172 Baker and Slaybaugh fit into this trend. 173 And using general law to define background principles only worsens this problem. Reliance on general law sources further heightens the level of generality at which courts describe background principles and therefore 'leave[s] . . . [courts] vulnerable to the criticism that they cherry-picked rules from various jurisdictions for instrumental purposes.' 174,body_text,text,0.9903083700440528,49.0,266.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"168 See generally Recent Case, supra note 142 (demonstrating the contestable meanings of 'necessity,' id. at 2415 , and 'emergency,' id. at 2413 , that the Baker court 'elided,' id. at 2415 ).",footnote,footnote,0.9498680738786279,137.0,269.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"171 See Lucas, supra note 110 , at 495 -97 (comparing the Supreme Court's brief examination of Tyler's rights under Minnesota law with the Eighth Circuit's more intensive look).",footnote,footnote,0.96,140.0,271.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"170 Cf. Shyamkrishna Balganesh, Relying on Restatements , 122 COLUM. L. REV. 2119 , 2156 ( 2022 ) ('Distilling a common law decision into a rule is therefore no easy task, and instead one that compromises on much of the nuance underlying expository judicial reasoning.').",footnote,footnote,0.9477611940298507,139.0,272.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"172 Cf. Dana, supra note 8 , at 1812 (observing that 'there is very little explanation in the state and lower federal cases as to why the court accepts or rejects a common law principle, statute, or other source as creating a background limitation that precludes the payment of compensation that otherwise would be due').",footnote,footnote,0.9859154929577465,141.0,273.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"173 See Slaybaugh v. Rutherford County, 114 F . 4 th 593 , 604 ( 6 th Cir. 2024 ) (concluding in one paragraph that the search-and-arrest privilege applies); Baker v. City of McKinney, 84 F. 4 th 378 , 388 ( 5 th Cir. 2023 ) (similar); see also Recent Case, supra note 142 , at 2412 , 2414 , 2415 (arguing that the Baker court overlooked 'factual dissimilarities between Baker and precedents,' raising the possibility that 'the court may have ultimately denied Baker compensation she was due,' id. at 2412 ). 174 Brady, supra note 15, at 1015 .",footnote,footnote,0.8789932236205228,142.0,274.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"property into 'a second-class right.'' 175 In other individual rights contexts, the burden typically falls on the government to point to a historical analogue that justifies a regulation burdening constitutional rights. 176 By contrast, both the Fifth and Sixth Circuits placed the burden on the respective plaintiffs to show a 'historical or contemporary authority that involves facts close[] to those at bar and where the petitioner succeeded under the Takings Clause.' 177 This burden's origin is unclear. Perhaps it stems naturally from the fact that background principles are antecedent to the takings analysis, such that the burden falls on the plaintiff to establish that they had a property interest in the first place. More cynically, it could be the result of the courts' squeamishness toward making definitive statements about history in these cases, so as to preserve 'flexibility' for future cases, 178 conceal operative normative judgments, 179 or avoid getting the answer wrong. 180 On this understanding, background rules would only appear categorical, but judges would exercise discretion in individual cases to determine whether a plaintiff's showing of history is 'close enough.' In any case, by burdening plaintiffs to disprove the applicability of background limitations instead of requiring the government to prove a necessity defense these early general law cases demonstrate a bias that undercuts property protections.",body_text,text,0.9297082228116711,50.0,275.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"3 . Lack of Notice. General law background limitations on property rights conflict with the fundamental tenet that background principles 'inhere in the title itself.' 181 When Lucas established the background principles exception, it did so on the basis that, if South Carolina common law restricted Lucas's property rights, Lucas would probably have had 'actual or constructive notice of' such a background restriction. 182 Rooting background principles in state-specific law is central to these restrictions' core intuition that local property owners know about them, whether through 'cultural consensus' or 'fair notice.' 183 But neither of these rationales can justify jurisdictionless",body_text,text,0.8860244233378561,51.0,276.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"175 Baker v. City of McKinney, 93 F. 4 th 251 , 253 ( 5 th Cir. 2024 ) (Elrod & Oldham, JJ., dissenting from denial of rehearing en banc) (quoting N.Y. State Rifle & Pistol Ass'n v. Bruen, 142 S. Ct. 2111 , 2156 ( 2022 )).",footnote,footnote,0.9191685912240185,144.0,278.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"177 Baker , 84 F. 4 th at 385 ; Slaybaugh , 114 F. 4 th at 603 (quoting Baker , 84 F. 4 th at 385 ); see Baker , 93 F. 4 th at 253 (Elrod & Oldham, JJ., dissenting from denial of rehearing en banc).",footnote,footnote,0.9526315789473684,146.0,279.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"176 See Bruen , 142 S. Ct. at 2130 (discussing the government's burden where state action implicates speech, religious liberty, or confrontation rights); id. at 2129 -30 (articulating the government's burden to justify regulating conduct the Second Amendment 'presumptively protects,' id. at 2130 ).",footnote,footnote,0.9713322091062394,145.0,280.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"178 Cf. Murr v. Wisconsin, 137 S. Ct. 1933 , 1943 ( 2017 ) (suggesting that 'regulatory takings jurisprudence' has remained ad hoc to preserve 'its flexibility').",footnote,footnote,0.9529780564263323,147.0,281.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"180 Cf., e.g. , Berger, supra note 52 , at 315 (concluding that '[t]he understanding of property at the time of the founding . . . wholly contradicts Cedar Point 's new per se rule').",footnote,footnote,0.96398891966759,149.0,282.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"179 See Mulvaney, supra note 25 , at 735 (arguing that the Court's general law approach to statutory background principles serves to 'conceal . . . decidedly moral judgments').",footnote,footnote,0.9684813753581661,148.0,283.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"181 Lucas v. S.C. Coastal Council, 505 U.S. 1003 , 1029 ( 1992 ).",footnote,footnote,0.944,131.0,284.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"183 See id. at 1792 (positing 'originalism[,] cultural consensus[,] and fair notice' as rationales for background limitations).",footnote,footnote,0.9682539682539683,152.0,285.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"182 Dana, supra note 8 , at 1808 .",footnote,footnote,0.90625,151.0,286.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"In Baker and Slaybaugh , the courts denied innocent homeowners' claims when the government destroyed their homes. In doing so, the Baker court recognized this outcome's manifest injustice, disserving ' '[t]he Fifth Amendment's guarantee . . . [that prevents the] Government from forcing some people alone to bear public burdens which, in all fairness and justice, should be borne by the public as a whole.' 185 It only increases the sense of injustice in Baker and Slaybaugh that the homeowners were denied compensation based on sources of law that they could not have known about, like customs recognized in feudal England and New York. And because the general law is not bound to any jurisdiction, these cases will set a nationwide precedent for uncompensated property destruction, leaving the foundational requirement that a background principle 'inhere in the title itself' uninterrogated. 186",body_text,text,0.9597765363128492,52.0,288.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"Background principles, like constitutional property itself, have long been rooted in state-specific law. Recently, however, the Supreme Court's turn to jurisdictionless property law has collided with its background principles jurisprudence. The result is a model of background principles based on an unbounded source of general property law that spans centuries and continents. These ascendant general law background principles threaten to systematically undermine property rights while disserving the fundamental premise that those rights derive from social expectations. As the constitutional definition of property continues to evolve, courts and scholars should recognize the potential for general law background principles to dilute property protections.",body_text,text,0.9986824769433466,53.0,290.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"184 See Mulvaney, supra note 25 , at 710 -11 (observing that courts conducting general law background principle analyses 'are not at all limited to examining statutory laws that are jurisdictionally circumscribed' and that 'principles 'rooted' in the majority view of state legislatures nationwide uncompromisingly define the claimant's property, even when they diverge from the principles underpinning statutory law of the state').",footnote,footnote,0.9116279069767442,153.0,292.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"186 See, e.g. , Motion to Stay Proceedings at 2 , Banaszak v. City of Bay City, No. 23 -cv11753 (E.D. Mich. filed Oct. 2 , 2024 ), ECF No. 25 (aggrieved property owner in Michigan conceding that '[g]iven the recent Slaybaugh decision, the path this Court will likely be forced to take is also inevitable it will dismiss the federal takings claim based on Slaybaugh ').",footnote,footnote,0.9767441860465116,155.0,293.0
harvard_law_review_Background_Principles_And_The_General_Law_Of_Property,"185 Baker v. City of McKinney, 84 F . 4 th 378 , 388 ( 5 th Cir. 2023 ) (quoting Armstrong v. United States, 364 U.S. 40 , 49 ( 1960 )).",footnote,footnote,0.9461538461538461,154.0,294.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"International investment law provides stability for investors, helps capital flow across the globe, and can be a critical tool for sustainable development. This regime, however, has become increasingly controversial, in part due to its inability to reconcile investor obligations with competing human rights obligations. International investment treaties provide substantive guarantees to investors, including submission to binding arbitration in the event of breach. When found in breach of one of these guarantees, international investment arbitral tribunal awards are often in the hundreds of millions of dollars, potentially creating 'regulatory chill' for states that may otherwise take affirmative action to protect human rights out of concern that regulation may run afoul of their treaties' international investment provisions.",body_text,text,0.9964071856287425,1.0,21.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Some legal scholars have posited a fiduciary theory of statehood, whereby a state owes a fiduciary duty to its people, much like that in domestic corporate law. This Note proposes looking to the fiduciary theory of statehood for a path forward. It then advocates for its implementation through three approaches: (1) the contractual approach (treaty drafting), (2) the judicial approach (interpretative methods for existing treaties), and (3) the atmospheric approach (norm diffusion among stakeholders). The fiduciary theory not only provides a principled method to prioritize human rights but also enhances the legitimacy of the international investment legal regime. This framework offers a timely, pragmatic solution as the international community actively reconsiders the balance between investor protection and state sovereignty.",body_text,text,1.0,2.0,22.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"* J.D. Candidate, May 2026, University of Michigan Law School. Thank you to Professor Steven Ratner for invaluable feedback on numerous drafts of this piece and to Professor Julian Arato for first introducing me to international investment law. I am grateful to the Vol. 124 Notes team-Luke Pomrenke, Suji Kim, Jacob C. León, Ruben M. Piñuelas, Haley M. Rogers, and Dustin R. Smith-for their excellent edits and improvements. To my family (Mom, Dad, Clay, and Uncle Si) and friends, thank you for all your love and support. Finally, to my grandfather, Dennis Britt, thank you for inspiring my love for the law. All errors are my own.",body_text,footnote,0.9960536700868192,92.0,25.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"In addition to being resource-rich, the area held cultural significance for the Indigenous Aymara people. 3 When approving the environmental and social impact assessment, the Peruvian authorities instructed Bear Creek to set up community participation mechanisms. 4 Of the more than thirty distinct communities that the project would impact, Bear Creek worked with only four. 5 Bear Creek 'did not understand the Aymaras and . . . their communal relations.' 6 Experts believed that the Aymara people who participated in the outreach program were forced to attend and 'offer tacit approval.' 7 Furthermore, all community outreach programs were conducted in Spanish, and not the Aymara community's native language. 8",body_text,text,0.8268551236749117,4.0,28.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"1. Bear Creek Mining Corp. v. Republic of Perú, ICSID Case No. ARB/14/21, Award, ¶ 149 (Nov. 30, 2017), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/ C3745/DS10808_En.pdf [perma.cc/3MUJ-D844]; Stefanie Schacherer, Bear Creek v. Peru , IISD (Oct. 18, 2018), https://www.iisd.org/itn/2018/10/18/bear-creek-v-peru [perma.cc/DZ4HQ3BM]. A mining concession is a kind of permit or license given by a government to a company that allows for the exploration and perhaps eventual resource extraction of a mine. Mining Concessions , LAND PORTAL, https://landportal.org/es/taxonomy/term/8906 [perma.cc/S9HASTGC].",footnote,footnote,0.9813765182186235,0.0,29.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Award, ¶¶ 168, 291.",footnote,list_item,0.9929078014184397,1.0,30.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"5. Bear Creek Mining Corp. v. Republic of Peru, ICSID Case No. ARB/14/21, Partial Dissenting Opinion, ¶¶ 24-26 (Nov. 30, 2017), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C3745/DS10808_En.pdf [perma.cc/3MUJ-D844].",footnote,footnote,0.9892008639308856,2.0,33.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Award, ¶ 155.",footnote,list_item,0.9922480620155039,3.0,37.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"10. Bear Creek Mining Corp. v. Republic of Perú, ICSID Case No. ARB/14/21, Respondent's Counter-Memorial on the Merits and Memorial on Jurisdiction, ¶ 7 (Oct. 6, 2015), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C3745/DC6978_En.pdf [perma.cc/849D-78S3].",footnote,footnote,0.988929889298893,4.0,38.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Award, ¶¶ 195, 202.",footnote,list_item,0.9929078014184397,5.0,39.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Generally, a state is not subject to the jurisdiction of courts and tribunals without its express consent. Ugale Anastasiya & Kondrashov Nikita, Sovereign Immunity from Execution (in Enforcement) , JUS MUNDI (Oct. 29, 2024), https://jusmundi.com/en/document/publication/ensovereign-inmunity-from-execution-in-enforcement [perma.cc/L82H-3JAL]. The United States government, for example, has expressly consented to suit in rare instances. See, e.g. , Administrative Procedure Act, 5 U.S.C. § 702; Federal Tort Claims Act, 28 U.S.C. § 2674; Tucker Act, 28 U.S.C. § 1346(a).",footnote,list_item,0.9868305531167691,6.0,42.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"All amounts contained herein are in USD, unless otherwise noted.",footnote,list_item,1.0,7.0,43.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining v. Peru , Investment Dispute Settlement Navigator , UNCTAD, https://investmentpolicy.unctad.org/investment-dispute-settlement/cases/589/bear-creekmining-v-peru [perma.cc/SAN5-LLRT].",footnote,list_item,0.9924433249370277,8.0,44.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Id. Indirect expropriation is a governmental measure taken that deprives an investor of the use of their investment, even if the investment is not seized outright. This is also sometimes referred to as a 'regulatory taking.' UN Environment & IISD, A Sustainability Toolkit for Trade Negotiators § 5.44, https://www.iisd.org/toolkits/sustainability-toolkit-for-trade-negotiators/5investment-provisions/5-4-safeguarding-policy-space/5-4-4-indirect-expropriation-regulatorytaking [perma.cc/6M23-D2YY]. Here, in canceling Bear Creek's concession, the Peruvian government did not seize anything from Bear Creek in a literal sense but instead rendered its investment worthless since it no longer had the necessary government permissions.",footnote,list_item,0.994535519125683,9.0,46.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Respondent's Counter-Memorial on the Merits and Memorial on Jurisdiction, ¶ 24. For an exploration of the social license to operate (SLO), see Geert Demuijnck & Björn Fasterling, The Social License to Operate , 136 J. BUS. ETHICS 675, 675 (2016) (citations omitted) ('[T]he SLO is conventionally defined as the acceptance or approval by local-if not indigenous-communities and stakeholders of a business enterprise's operations or projects in a certain area.').",footnote,list_item,0.97265625,10.0,47.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Respondent's Counter-Memorial on the Merits and Memorial on Jurisdiction, ¶ 62.",footnote,list_item,0.9885057471264368,11.0,48.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Award, ¶ 411.",footnote,list_item,0.9922480620155039,12.0,49.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,Id. ¶ 738. Note that the damages were reduced to this figure due to the speculative nature of the mining project's profitability rather than any acknowledgement of contributory fault by the investors. See id. ¶ 590.,footnote,list_item,0.9953488372093023,13.0,55.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"David R. Boyd (Special Rapporteur on Human Rights and the Environment), Paying Polluters: The Catastrophic Consequences of Investor-State Dispute Settlement for Climate and Environment Action and Human Rights , ¶¶ 49-52, U.N. Doc. A/78/168 (July 13, 2023); Gudrun Monika Zagel , India's International Investment Agreements (IIAs) and Sustainable Development: Friends or Foes? , 12 INDIAN J. INT'L ECON. L. 1, 3 (2020); Bruno Simma, Foreign Investment Arbitration: A Place for Human Rights? , 60 INT'L & COMPAR. L.Q. 573, 580 (2011).",footnote,list_item,0.939622641509434,14.0,56.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Urbaser S.A. v. Argentine Republic, ICSID Case No. ARB/07/26, Award, ¶¶ 622-24 (Dec. 8, 2016) https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C255/ DC9852_En.pdf [perma.cc/JS8A-R2Z5].",footnote,list_item,0.9949494949494949,15.0,57.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Suez v. Argentine Republic, ICSID Case No. ARB/03/19, Decision on Liability, ¶ 262 (July 30, 2010), https://www.italaw.com/sites/default/files/case-documents/ita0826.pdf [perma.cc/6XDL-BKVJ].",footnote,list_item,1.0,16.0,58.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See, e.g. , Cristina Lafont, Sovereignty and the International Protection of Human Rights , 24 J. POL. PHIL. 427 (2016) [hereinafter Lafont, Sovereignty ]; Christina Lafont, Neoliberal Globalization and the International Protection of Human Rights , 25 CONSTELLATIONS 315 (2018); Eyal Benvenisti, Sovereigns as Trustees of Humanity: On the Accountability of States to Foreign Stakeholders , 107 AM. J. INT'L L. 295 (2013).",footnote,list_item,0.9392133492252682,17.0,59.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Part I of this Note evaluates the current international investment law landscape, its advantages, and its relationship with human rights. Part II introduces the fiduciary theory and explores its moral, philosophical, and legal justifications. It then demonstrates how this theory is applied to international investment law. Finally, Part III presents three different contexts for implementing the theory in practice, emphasizing why this is a critical moment for reform.",body_text,text,1.0,11.0,61.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"28. Investment Treaties , ICSID, https://icsid.worldbank.org/node/20271 [perma.cc/ UPS6-YR2G].",footnote,footnote,0.9726775956284153,20.0,66.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"29. Steven R. Ratner, Fair and Equitable Treatment and Human Rights: A Moral and Legal Reconciliation , 25 J. INT'L ECON. L. 568, 572 (2022).",footnote,footnote,0.9314079422382672,21.0,67.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"30. Primer on International Investment Treaties and Investor-State Dispute Settlement , COLUM. CTR. ON SUSTAINABLE INV., https://ccsi.columbia.edu/content/primer-internationalinvestment-treaties-and-investor-state-dispute-settlement [perma.cc/93XC-QFWH].",footnote,footnote,0.8928571428571429,22.0,68.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Foreign Direct Investments (FDI), EUR. COMM'N, https://ec.europa.eu/inter-nal_market/scoreboard/_docs/2021/12/integration-market-openness/fdi_en.pdf [perma.cc/UB77-HKJK].",footnote,list_item,0.9557522123893806,23.0,74.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Ceyla Pazarbasioglu, Reviving FDI Flows Is Crucial to Economic Recovery in Developing Economies , WORLD BANK BLOGS: VOICES (June 12, 2020), https://blogs.worldbank.org/en/ voices/reviving-fdi-flows-crucial-economic-recovery-developing-economies [perma.cc/ZKA57SYM].",footnote,list_item,0.9358490566037736,24.0,75.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Customary international law consists of rules that emerge from a combination of widespread state practice and opinio juris (the belief that certain conduct is undertaken because there is an obligation to do so). Customary International Law , EUR. CTR. FOR CONST. & HUM. RTS., https://www.ecchr.eu/en/glossary/customary-international-law [perma.cc/6NRN-LVAR].",footnote,list_item,0.9174825174825175,25.0,76.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See Jörg Kammerhofer, Uncertainty in the Formal Sources of International Law: Customary International Law and Some of Its Problems , 15 EUR. J. INT'L L. 523 (2004).",footnote,list_item,0.9602446483180428,26.0,77.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,U.C.C. (A.L.I. & UNIF. L. COMM'N amended 2022).,footnote,list_item,0.8297872340425532,28.0,79.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See Mark A. Lemley, The Benefit of the Bargain , 2023 WIS. L. REV. 237, 238-39 (2023).",footnote,list_item,0.935672514619883,29.0,80.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See, e.g. , David M. Trubek, Reconstructing Max Weber's Sociology of Law , 37 STAN. L. REV. 919, 921 (1985) (book review); David M. Trubek, Max Weber's Tragic Modernism and the Study of Law in Society , 20 LAW & SOC'Y REV. 573, 580-81 (1986) (book review); Karl N. Llewellyn, Why We Need the Uniform Commercial Code , 10 U. FLA. L. REV. 367, 370 (1957).",footnote,list_item,0.9373219373219374,30.0,81.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"States face complications when the duties they owe their populations directly conflict with investors' rights under IIAs. For example, in Suez v. Argentina , an investor sued Argentina after its government forbade the investor from raising prices for water and sewage services amid a financial crisis. 41 In rejecting Argentina's necessity defense, the tribunal stated:",body_text,text,0.7934782608695652,16.0,84.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Argentina is subject to both international obligations, i.e. human rights and treaty obligation, and must respect both of them equally. Under the circumstances of these cases, Argentina's human rights obligations and its investment treaty obligations are not inconsistent, contradictory, or mutually exclusive. Thus, as discussed above, Argentina could have respected both types of obligations. Viewing each treaty as a whole, the Tribunal does not find that any of them excluded the defense of necessity. 42",body_text,text,0.9873170731707317,17.0,85.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See Benny Hutahayan, Mohamad Fadli, Satria Amiputra Amimakmur & Reka Dewantara, Investment Decision, Legal Certainty and Its Determinant Factors: Evidence from the Indonesia Stock Exchange , 11 COGENT BUS. & MGMT., Apr. 2024, at 1-2, 11.",footnote,list_item,0.9513742071881607,31.0,87.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Suez v. Argentine Republic, ICSID Case No. ARB/03/19, Decision on Liability, (July 30, 2010), https://www.italaw.com/sites/default/files/case-documents/ita0826.pdf [perma.cc/6XDL-BKVJ].",footnote,list_item,0.997289972899729,32.0,88.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Suez and Interagua v. Argentina , Investment Dispute Settlement Navigator , UNCTAD, https://investmentpolicy.unctad.org/investment-dispute-settlement/cases/120/suez-and-interagua-v-argentina [perma.cc/FC7V-8HGE]. Indeed, there are numerous cases with similar necessity defenses and competing obligations in Argentina alone. For additional examples, please see CMS Gas Transmission Co. v. Argentine Republic, ICSID Case No ARB/01/8, Award (May 12, 2005), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C4/DC50 4_En.pdf [perma.cc/5SFJ-A4QG]; Azurix Corp v. Argentine Republic, ICSID Case No ARB/01/12, Award (July 14, 2006), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C5/DC507_En.pdf [perma.cc/TEE4-AYWR]; Siemens A.G. v. Argentine Republic, ICSID Case No ARB/02/8, Award (Feb. 6, 2007), https://www.italaw.com/sites/default/files/case-documents/ita0790.pdf [perma.cc/K358-GPYV]; Sempra Energy International v. Argentine Republic, ICSID Case No ARB/02/16, Award (Sep. 28, 2007), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C8/DC694_En.pdf [perma.cc/734A-WMX4].",footnote,list_item,0.9973045822102425,33.0,90.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"UNCTAD, Compensation and Damages in Investor-State Dispute Settlement Proceedings , IIA ISSUES NOTE, Sep. 2024, at 1, https://unctad.org/system/files/official-document/di-aepcbinf2024d3_en.pdf [perma.cc/S3ST-8F7X].",footnote,list_item,0.9577464788732394,34.0,91.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Boyd, supra note 22, ¶ 4.",footnote,list_item,1.0,35.0,92.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"These numbers are especially alarming considering that developing countries serve as respondents in almost 80% of investor-state arbitrations. 47 At first, this seems logical. After all, are these not the countries predominantly seeking foreign investment? But the data shows that investors disproportionately levy claims against these countries relative to the foreign investment the countries attract. Latin American countries received 9.3% of global FDI in 2022, yet they were subject to 27.5% of all investor claims. 48 In the same year, African countries received 5.4% of FDI but were respondents in 16.2% of all claims. 49 Not only are these countries disproportionately sued, but they also have lower rates of success in proceedings: Developed countries won 53.6% of all cases lodged against them, while developing countries won a mere 33.3% of claims. 50",body_text,text,0.8597194388777555,20.0,95.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"UNCTAD, supra note 44, at 1.",footnote,list_item,1.0,36.0,97.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Ryan Stephan, Is Investment Arbitration Beneficial for Developing Countries? An Empirical Analysis , DAILY JUS (June 27, 2024), https://dailyjus.com/world/2024/06/is-investmentarbitration-beneficial-for-developing-countries-an-empirical-analysis [perma.cc/FR7Z-RG7S].",footnote,list_item,0.9737827715355806,37.0,98.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Albania , INT'L MONETARY FUND (Apr. 2025), https://www.imf.org/external/datamapper/profile/ALB [perma.cc/X8EP-LY2F].",footnote,list_item,0.8744588744588745,38.0,102.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"Investment Dispute Settlement Navigator , UNCTAD, https://investmentpolicy.unctad.org/investment-dispute-settlement [perma.cc/2UWM-6WYE].",footnote,list_item,0.9963369963369964,39.0,103.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"See United States , INT'L MONETARY FUND (Apr. 2025), https://www.imf.org/external/datamapper/profile/USA [perma.cc/QF3K-CGB4].",footnote,list_item,0.8844621513944223,40.0,104.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"UNCTAD, supra note 52.",footnote,list_item,1.0,41.0,105.0
michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law,"ICSID Releases 2021 Caseload Statistics , ICSID (Feb. 7, 2022), https://icsid.worldbank.org/news-and-events/comunicados/icsid-releases-2021-caseload-statistics [perma.cc/H2RL-YE6A].",footnote,list_item,0.997229916897507,43.0,110.0
