text,label,source,extraction_method
"""We  used  to  think  that  if  we  improved  policing  we  could escape its violence,""  Rachel  Herzing  began. 1 It  was  November  2014,  the  fall  that  Darren Wilson  killed Michael Brown  and the people  of Ferguson  took  to the  streets  in rebellion.  A cofounder of the prison abolitionist organization  Critical Resistance, Herzing  was  addressing a packed  room in Los  Angeles  on  the subject  of police. She  began  with  its  origins:  slave  patrols  in  the  U.S.  South.  She  explained  the historic  relationship  between  formalized policing  and violence  and went  on  to connect prisons and police as interdependent institutions. Contemporary attempts at reforming the police had failed,  she argued.  Despite efforts at diverse",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"1. Rachel  Herzing,  Address  to  the  Critical  Prison  Studies  Caucus  of the American  Studies Association:  Keyword  Police  (Nov.  8,  2014). The  Critical  Prison  Studies  Caucus  of the  American Studies Association  is made up of scholar-activists and organizers who  are committed to denaturalizing the prison and police as central tools of statecraft in the United States and around the world. See Critical Prison Studies  Caucus, AM. STUD. ASS'N,  https://www.theasa.net/communities/caucuses/criticalprison-studies-caucus  [https://perma.cc/P2Z9-JHSZ].",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"hiring,  implicit bias  trainings,  civilian  review  boards,  and criminal  indictments of police,  violence  remained  a core  feature  of the  sprawling  institution.  ""[T]he only  way to stop the violence  of policing is to make the cops obsolete,""  Herzing concluded. 2",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"I was sitting in that room. It was  the first time that I had heard anyone  argue that reforming  police would not stop the violence-that the only way to decrease police  violence  was  to  decrease  the  number  of police.  For  at  least  a  decade, scholars  had  debated  approaches  to  decarceration, 3 but few  had  considered the possibility of  shrinking  the  police. Many  championed  the  reforms  Herzing dismissed.  But Herzing convinced  me  then that the  violence  and scale of police were  fundamentally  intertwined with  that of incarceration.  For those  opposed to mass criminalization, Herzing's  framework  left  one option: to  shrink  both prisons  and police.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"For  decades, law  faculty  have  dismissed  demands  to  divest  from  and dismantle  the  police  as  fringe  and unworkable.  Then  came  the  2020  uprisings following  the  police murder of George  Floyd in Minneapolis,  among the largest social  movement mobilizations in U.S. history. 4 The nationwide  protests catapulted  prison  and police  abolition  into  the  mainstream  and,  in  the  process, unsettled the  intellectual foundations of liberal police reform efforts. 5",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"I, too, felt unsettled when I first heard Herzing's message. She communicated  a historical  account of policing and its shifting forms.  She offered a bold vision,  grounded  in the Black  freedom  struggle,  for  a radically  different world.  She spoke  with  a searing  clarity  about the  stakes: the  lives of millions of people defined  in one way or another by the  violence  of prisons  and police.  She rejected  the  logic  and  scope  of  familiar  reforms  and  then  offered  a  practical reorientation  for pursuing projects that held abolition  in the horizon.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
The turn to abolitionist  horizons  among today's left social  movements  and racial justice  activists  and  organizers  has emerged  as  one  of the  most significant,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"2. Herzing, supra note  1.
3. See,  e.g., MARIE  GOTTSCHALK,  CAUGHT:  THE PRISON  STATE  AND  THE LOCKDOwN  OF AMERICAN  POLITICS  165  (2015)  (arguing  that the  common  focus  on  decarcerating  the  ""non, non, nons"" those charged with nonviolent, non-serious, non-sex related crimes will not reduce incarceration  sufficiently).
4. See Amna A. Akbar, How Defund and  Disband  Became the Demands, N.Y. REV.  BOOKS (June 15, 2020), https://www.nybooks.com/daily/2020/06/15/how-defund-and-disband-became-thedemands/  [https://perma.cc/P7VZ-UDCK]; Larry  Buchanan et  al., Black Lives Matter May  be  the Largest Movement in U.S. History, N.Y. TIMES (July 3, 2020), https://www.nytimes.com/interactive/2020/07/03/us/george-floyd-protests-cowd-size.html [https://perma.cc/65G3-PVX3].
5. For one example of abolition in the mainstream,  see Mariame  Kaba, Opinion, Yes,  We Mean Literally Abolish the Police, N.Y. TIMES (June 12, 2020), https://www.nytimes.com/2020/06/12/opinion/sunday/floyd-abolish-defund-police.html [https://perma.cc/E3BW-LRR3].",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
political developments since the Ferguson and Baltimore rebellions. 6 Abolitionist  organizers  have pointed to how the  state  has  invested  in police and,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"6. Among  the  founders  of  the  long-standing  abolitionist  organization  Critical  Resistance, Angela  Davis,  Ruth  Wilson  Gilmore,  Dylan  Rodriguez,  and  Rachel  Herzing  are  central  voices  of abolitionist  praxis;  other organizers,  groups,  and  coalitions,  such as  Mariame  Kaba;  Beth E.  Richie; Tourmaline;  Dean  Spade;  Assata's Daughters;  Survived  &amp; Punished;  BYP100,  Mijente;  Detention Watch Network; Project NIA;  Black and Pink;  INCITE! Women, Gender Non-Conforming,  and Trans People  of Color Against  Violence;  California Immigrant  Youth Justice Alliance;  Audre  Lorde Poject; Southerners  on New  Gmund;  Sylvia Rivera Law  Project;  No New  SF Jail Coalition;  L.A.  No More Jails;  and  #NoNewYouthJail in Seattle  have  also  gained  pominence  of  late. See, e.g., CAPTIVE GENDERS: TRANS EMBODIMENT AND THE PRISON INDUSTRIAL COMPLEX (Eric A. Stanley &amp; Nat Smith eds.,  2d ed.  2015); ANGELAY. DAVIS, ARE  PRISONS  OBSOLETE? (2003); DEAN SPADE, NORMAL LIFE: ADMINISTRATIVE VIOLENCE,  CRITICAL TRANS POLITICS,  &amp;THELIMITS  OF LAW  (rev. ed.  2015); Micol Seigel, Critical  Prison  Studies: Review of  a Field, 70 AM.  Q.  123-24  (2018); Black Liberation  and  the Abolition of the Prison  Industrial Complex: An Interview with Rachel Herzing, 1  PROPTER  NOS  62 (2016); Rachel Kushner, Is Prison  Necessary?  Ruth  Wilson Gilmore  Might Change Your Mind, N.Y. TIMES MAG. (Apr.  17,  2019),  https://www.nytimes.com/2019/04/17/magazine/prison-abolition-ruthwilson-gilmore.html [https://perma.cc/YQX5-J8UF]; Marquita K. Harris, #WarriorWednesdays: Mariame  Kaba  Is Our Very Own Modern  Day  Abolitionist, ESSENCE (Feb. 21, 2018), https://www.essence.com/holidays/black-history-month/mariame-kaba-warrior-wednesday/",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"[https://perma.cc/9R2S-GQC8]; Rachel  Herzing, Opinion, Big  Dreams  and Bold Steps  Toward  a Police-Free Future, TRUTHOUT  (Sept. 16, 2015),  http://www.truth-out.org/opinion/item/32813-bigdreams-and-bold-steps-toward-a-police-free-future [https://perma.cc/VEB6-J37L]; Beth E. Richie, How Anti-Violence Activism  Taught Me  to Become a Prison  Abolitionist, FEMINIST WIRE  (Jan.  21, 2014), https://thefeministwire.com/2014/01/how-anti-violence-activism-taught-me-to-become-aprison-abolitionist  [https://perma.cc/4EEL-AHKR];  Herzing, supra note 1; Beyond Prisons:  Hope Is a Discipline  feat.  Mariame Kaba, PLAYER FM  (Jan.  5,  2018),  https://www.beyond-prisons.com/listen [https://web.archive.org/web/20200424155044/https://www.beyond-prisons.comlisten]; Beyond Prisons:  Political  Education  feat.  Rachel Herzing, PLAYER FM (Apr.  3,  2019),  https://www.beyondprisons.com/listen [https://web.archive.org/web/20200424155044/https://www.beyondprisons.com/listen]; Justice in  America: Mariame  Kaba  and  Prison  Abolition, APPEAL (Mar. 20, 2019), https://theappeal.org/justice-in-america-episode-20-mariame-kaba-and-prison-abolition/ [https://perma.cc/Y5KN-SVMA]; Why Is This Happening?  with Chris  Hayes: Abolishing Prisons  with Mariame Kaba, NBC NEWS (Apr. 9, 2019), https://web.archive.org/web/20200807200122if\_/https://www.nbcnews.com/think/opinion/thinkingabout-how-abolish-prisons-mariame-kaba-podcast-transcript-ncna992721; CRITICAL RESISTANCE, http://criticalresistance.org/  [https://perma.cc/XT5J-QEH6];  PROJECT NIA, http://www.pmject-nia.org/ [https://perma.cc/2H63-WER3]; SURVIVED &amp; PUNISHED, https://survivedandpunished.org/ [https://perma.cc/S7YN-U589]; BLACK AND PINK, https://www.blackandpink.org/ [https://perma.cc/T8PZ-ER6H]; INCITE!  WOMEN,  GENDER  NON-CONFORMING,  AND  TRANS  PEOPLE OF COLOR AGAINST  VIOLENCE,  https://incite-national.org/  [https://perma.cc/WY9J-2N46];  ASSATA'S DAUGHTERS, http://www.assatasdaughters.org/ [https://perma.cc/KB7T-NMUF]; CAL. YOUTH JUSTICE ALL., https://ciyja.org/ [https://perma.cc/2UFQ-ZF9C]; AUDRE LORDE PROJECT, https://alp.org/ [https://perma.cc/5GVC-FZE5]; SOUTHERNERS ON NEW GROUND, http://southernemonnewground.org/ [https://perma.cc/85Y3-ZX28]; SYLVIA  RIVERA  LAW  PROJECT, https://srlp.org/  [https://perma.cc/AP6Y-A2DB];  BYP100, https://byp100.org/  [https://perma.cc/V59LL8WZ]; NO NEW SF JAIL COALITION, https://nonewsfjail.org/  [https://perma.cc/7HKA-G8YF];  LA NO MORE  JAILS, https://lanomorejails.org/ [https://perma.cc/7A22-JYB4]; NO  NEW  YOUTH  JAIL IN SEATTLE, https://nonewyouthjail.com/ https://perma.cc/X5P5-L3M8]; MIJENTE, https://mijente.net/ [https://perma.cc/W36W-AAS2]; DETENTION WATCH NETWORK, https://www.detentionwatchnetwork.org/ [https://perma.cc/BT9T-YJZK]. While  a  number  of  these organizations  are longstanding  abolitionist organizations, more of them are newer organizations, or more recent in their embrace  of  abolition.  Other organizations  and institutions working toward  abolition  or to",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"prisons over housing, health care,  and school  for poor, working-class,  Black, and brown communities.  Their campaigns offer an approach  to reform rooted in hope rather than cynicism: instead of giving more to police and the carceral  state, they demand  that resources  be  withdrawn  from  both and  redistributed  elsewhere  as part  of a  larger  strategy  of  transforming  the  state  and society.  That  abolitionist organizers  are running bold campaigns at the local, state, and federal level should invite us to pay closer attention.  That these  campaigns  are having real influence demands that we do.]",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
I  have  spent  several  years  struggling  with  Herzing's remarks  and the  turn toward  abolition. I  knew Herzing  was right  to argue  that the police reforms that occupied  the  field  of  scholarly  debate  had  not  curbed  police  violence.  But  to admit as  much out  loud felt like  failure.  And it  was  beyond my  imagination  to conjure  a  world  that did  not rely  on  prisons  and police  or to  believe  we  could muster the sustained mass political  struggle needed  to build that  world.,cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
"But the  orientation  toward  transformation  of state  and society,  rather  than police reform,  provides a more honest assessment  than liberal  legal frameworks about what it  will take to  fight mass  criminalization  and the failures  of reform. The  scale,  power,  and  violence  of  police  and  prisons-rooted  in  histories  of enslavement  and conquest-have  become defining pieces  of architecture  within our  political  economy.  Ending  our  reliance  on  prisons  and  police  requires  a radical  and capacious  path  focused on transforming  structures  of our world and our relationships  to each other.",cover_heinonline,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf,pdf_first_page
DATE DOWNLOADED: Sat Sep  6 14:49:13 2025 SOURCE: Content Downloaded from HeinOnline,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt; Albert W. Alschuler, Courtroom Misconduct by Prosecutors and Trial Judges, 50 TEX. L. REV. 629 (April 1972).",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"ALWD 7th ed. Albert W. Alschuler, Courtroom Misconduct by Prosecutors and Trial Judges, 50 Tex. L. Rev. 629 (1972).",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"APA 7th ed. Alschuler, A. W. (1972). Courtroom misconduct by prosecutors and trial judges. Texas Law Review, 50(4), 629-735.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Chicago 17th ed. Albert W. Alschuler, ""Courtroom Misconduct by Prosecutors and Trial Judges,"" Texas Law Review 50, no. 4 (April 1972): 629-735",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"McGill Guide 10th ed. Albert W. Alschuler, ""Courtroom Misconduct by Prosecutors and Trial Judges"" (1972) 50:4 Tex L Rev 629.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"AGLC 4th ed. Albert W. Alschuler, 'Courtroom Misconduct by Prosecutors and Trial Judges' (1972) 50(4) Texas Law Review 629",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"MLA 9th ed. Alschuler, Albert W. ""Courtroom Misconduct by Prosecutors and Trial Judges."" Texas Law Review, vol. 50, no. 4, April 1972, pp. 629-735. HeinOnline.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"OSCOLA 4th ed. Albert W. Alschuler, 'Courtroom Misconduct by Prosecutors and Trial Judges' (1972) 50",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
Tex L Rev 629               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
PinCite this document,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
-- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
## COURTROOM MISCONDUCT BY  PROSECUTORS AND TRIAL JUDGES,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
## ALBERT W.  ALSCHULER*,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"As courtroom disruption became a  national issue in  the  late 1960's, public attention focused primarily on the  conduct of the  criminal defense attorney and  his client. Professor Alschuler  examines  the  courtroom  misconduct of  prosecutors and trial judges both  as  it  relates to  disruptive behavior by defendants and  defense attorneys and  as  it poses a  threat in  its own right to  the  orderly administration of  justice.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
## TABLE OF CONTENTS,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"| I. TaE   | PRosEC oR .........................................................                                                       | 630     |
|----------|---------------------------------------------------------------------------------------------------------------------------|---------|
| A.       | The Frequencyand Significance of Prosecutorial Misconduct............................................                     | 630     |
| B.       | Efforts toDefineProsecutorial Misconduct............................                                                      | 633     |
| C.       | Remedies forProsecutorial Misconduct...............................                                                       | 644     |
|          | 1. The Uses andLimitations ofAppellate Reversal.................                                                          | 644     |
|          | 2. The Requirementof Objection and Remedies Available intheTrial Court ...................................                | 648     |
|          | 3. Provocation by theDefenseAttorney............................                                                          | 656     |
|          | 4. The HarmlessErrorDoctrine..................................                                                            | 658     |
|          | 5. Civil ActionsforDamages ......................................                                                         | 668     |
|          | 6. Discipline by theLegalProfession ...............................                                                       | 670     |
|          | 7. PunishmentforContempt of Court ............................                                                            | 673     |
|          | 8. Long-Range Structural Reform .................................                                                         | 676     |
| II. T E  | TUAL Ju ,E ........................................................                                                       | 677     |
| A.       | Introduction: The Trial JudgeAs Traffic Cop ........................                                                      | 677     |
| B.       | RemediesforJudicial Misconduct....................................                                                        | 685     |
|          | 1. Appellate Review ..............................................                                                        | 685     |
|          | 2. The Statutory Challenge.......................................                                                         | 692     |
|          | 3. Civil Lawsuits.................................................                                                        | 694     |
|          | 4. Professional Discipline .........................................                                                      | 695     |
|          | 5. Impeachmentand Other Traditional Mechanisms forRemoving A Judgefrom Office..............................               | 695     |
|          | 6. Modern Disciplinary Procedures................................                                                         | 701     |
|          | (a) Composition ofDisciplinary Tribunals .....................                                                            | 711     |
|          | (b) The CommissionStaff.................................... (c) The Problemof Confidentiality ........................... | 711 712 |",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Professor of Law,  University of Texas.  A.B., Harvard, 1962; LL.B., 1965. This article is  based  on a report that Professor Alschuler prepared for  the  Special  Committee on Courtroom Conduct of the  Association of the  Bar of the  City  of New  York. The Special Committee, chaired by Dean Burke Marshall  and directed by Professor Norman Dorsen,  has  undertaken a wide-ranging study  of courtroom  misconduct. Its final report will be published by Pantheon  Books in 1973.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"|     | (d) Sanctions................................................                                                                                                    |   714 |
|-----|------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------|
|     | (e)Implementation ..........................................                                                                                                     |   715 |
|     | 7. A Modern Disciplinary System forFederal Judges:The Constitutional Problem ............................                                                        |   716 |
|     | C. The Significance of CourtroomMisconduct by a Trial Judgein ContemptProceedings Against a Litigant or Attorney................................................ |   720 |
| Il. | CONCLUSION ...............................................................                                                                                       |   734 |",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
## I. THE PROSECUTOR,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Criminal justice is  concerned with  the pathology of  the  body politic .... A criminal trial, it  has  well  been  said, should have  the atmosphere of  an  operating room.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"FRANxFURTER, J.,  dissenting in  Sacher v.  United States 1",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
## A. The  Frequency  and Significance of  Prosecutorial Misconduct: An Introductory Overview,cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"In  February 1971,  Brent  Stein was on trial in  a  Dallas courtroom on a charge  of  interfering with  a police officer during a civil disturbance.  Stein, the  former  editor of  the  underground  newspaper Dallas Notes, 2 testified that he had  neither been  involved in the  disturbance nor  interfered with  the officer. On cross-examination, he  added  that he had been  manhandled  by  the  police officers who arrested him.",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Assistant District Attorney  John Stauffer responded to Stein's charge  of  police brutality by  saying, ""Too bad  they  didn't kill you.""",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
"Stein's attorney immediately moved for a  mistrial. The trial judge, after admonishing  the prosecutor that his remark  was improper, denied the  defense motion. 3",cover_heinonline,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf,pdf_first_page
THE EFFECTS OF HOLISTIC DEFENSE ON CRIMINAL JUSTICE OUTCOMES,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"Author(s): James M. Anderson, Maya Buenaventura and Paul Heaton",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"Source: Harvard Law Review , JANUARY 2019, Vol. 132, No. 3 (JANUARY 2019), pp. 819- 893",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
Published by: The Harvard Law Review Association,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
Stable URL: https://www.jstor.org/stable/10.2307/26799674,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
Linked references are available on JSTOR for this article: https://www.jstor.org/stable/10.2307/26799674?seq=1&amp;cid=pdfreference#references\_tab\_contents,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
You may need to log in to JSTOR to access the linked references.,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide range of content in a trusted digital archive. We use information technology and tools to increase productivity and facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"Your use of the JSTOR archive indicates your acceptance of the Terms &amp; Conditions of Use, available at https://about.jstor.org/terms",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"The Harvard Law Review Association  is collaborating with JSTOR to digitize, preserve and extend access to Harvard Law Review",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
∞ * dad l∞ Rodiera Accociation,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
© 2019 by The Harvard Law Review Association,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
## THE EFFECTS OF HOLISTIC DEFENSE ON CRIMINAL JUSTICE OUTCOMES,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"James M. Anderson, Maya Buenaventura &amp; Paul Heaton",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"| INTRODUCTION ............................................................................................................................ 821                                                                                                                                                    | INTRODUCTION ............................................................................................................................ 821                                                                                                                                                    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| I. BACKGROUND ON HOLISTIC                                                                                                                                                                                                                                                                        | DEFENSE......................................................................... 825                                                                                                                                                                                                             |
|                                                                                                                                                                                                                                                                                                  | A. The Holistic Defense Model............................................................................................ 825                                                                                                                                                                    |
|                                                                                                                                                                                                                                                                                                  | B. Prior Research on Holistic Defense ............................................................................... 826                                                                                                                                                                        |
|                                                                                                                                                                                                                                                                                                  | C. How Might Holistic Defense Affect Criminal Justice Outcomes? A Typology of Predictions......................................................................................................................... 830                                                                           |
| II.                                                                                                                                                                                                                                                                                              | HOLISTIC DEFENSE AS PRACTICED IN THE BRONX ................................................. 833                                                                                                                                                                                                 |
|                                                                                                                                                                                                                                                                                                  | A. Local Indigent Defense Providers................................................................................... 833                                                                                                                                                                       |
|                                                                                                                                                                                                                                                                                                  | B. Service Models Used by the Bronx Defenders, Legal Aid, and 18 B Attorneys........ 834                                                                                                                                                                                                         |
|                                                                                                                                                                                                                                                                                                  | C. Potential Convergence of Service Models over Time ................................................... 844                                                                                                                                                                                     |
|                                                                                                                                                                                                                                                                                                  | D. Perceptions from Other Criminal Justice Participants................................................ 847                                                                                                                                                                                      |
|                                                                                                                                                                                                                                                                                                  | E. Summary............................................................................................................................ 849                                                                                                                                                       |
| III.                                                                                                                                                                                                                                                                                             | EMPIRICAL METHODOLOGY:MEASURINGTHE EFFECTSOF HOLISTIC DEFENSE .. 850                                                                                                                                                                                                                             |
|                                                                                                                                                                                                                                                                                                  | A. The Case Assignment Process in Bronx Criminal Court............................................. 851                                                                                                                                                                                          |
|                                                                                                                                                                                                                                                                                                  | B. Data Sources...................................................................................................................... 854                                                                                                                                                        |
|                                                                                                                                                                                                                                                                                                  | C. Natural Experiment.......................................................................................................... 857                                                                                                                                                              |
| IV.                                                                                                                                                                                                                                                                                              | HOLISTIC DEFENSE SIGNIFICANTLY IMPACTS CLIENT OUTCOMES..................... 862                                                                                                                                                                                                                  |
|                                                                                                                                                                                                                                                                                                  | A. Pretrial Outcomes and Case Processing......................................................................... 862                                                                                                                                                                            |
|                                                                                                                                                                                                                                                                                                  | B. Immediate Case Outcomes............................................................................................... 865                                                                                                                                                                    |
|                                                                                                                                                                                                                                                                                                  | C. Future Criminal Justice System Involvement............................................................... 867                                                                                                                                                                                 |
|                                                                                                                                                                                                                                                                                                  | D. Effects for Defendant Subgroups..................................................................................... 871                                                                                                                                                                      |
|                                                                                                                                                                                                                                                                                                  | E. Effects by Offense .............................................................................................................. 873                                                                                                                                                         |
|                                                                                                                                                                                                                                                                                                  | F. Effects over Time............................................................................................................... 874                                                                                                                                                          |
|                                                                                                                                                                                                                                                                                                  | G. Nonexperimental Estimates............................................................................................. 877                                                                                                                                                                    |
| V. WHY DOES HOLISTIC                                                                                                                                                                                                                                                                             | DEFENSE WORK?....................................................................... 879                                                                                                                                                                                                         |
| CONCLUSION ................................................................................................................................. 882 APPENDIX....................................................................................................................................... | CONCLUSION ................................................................................................................................. 882 APPENDIX....................................................................................................................................... |
| 887                                                                                                                                                                                                                                                                                              | 887                                                                                                                                                                                                                                                                                              |",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
## THE EFFECTS OF HOLISTIC DEFENSE ON CRIMINAL JUSTICE OUTCOMES,cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"## James M. Anderson, ∗ Maya Buenaventura ∗∗ &amp; Paul Heaton †",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"Debates over mass incarceration emphasize policing, bail, and sentencing reform, but give little attention to indigent defense. This omission seems surprising, given that interactions with government-provided counsel critically shape the experience of the vast majority of criminal defendants. This neglect in part reflects our lack of evidence-based knowledge regarding indigent defense, making it difficult to identify effective reforms.",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
"One approach that continues to gain support is holistic defense, in which public defenders work in interdisciplinary teams to address both the immediate case and the underlying life circumstances - such as drug addiction, mental illness, or family or housing instability - that contribute to client contact with the criminal justice system. Holistic defense contrasts with the traditional public defense model that emphasizes criminal representation and courtroom advocacy. Proponents contend holistic defense improves case outcomes and reduces recidivism by better addressing clients' underlying needs, while critics argue that diverting resources and attention from criminal advocacy weakens results. Although the holistic approach is widely embraced, there is no systematic evidence demonstrating the relative merits of the holistic approach.",cover_jstor,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf,pdf_first_page
