text,label,source
"both the term ""Rep term ""Democrat"" w sinister meaning to radical tendencies that were ""subversive"" of the order of things then dominant. In the enforcement of laws which protect our national integrity and existence, we should prosecute any and every act of violation, but only overt acts, not the expression of opinion, or activities such as the holding of meetings, petitioning of Congress, or dissemination of news or opinions. Only by extreme care can we protect the spirit as well as the letter of our civil liberties, and to do so is a responsibility of the federal prosecutor. entirely. The same variation of attitudes towards other law-enforcement problems exists. The federal government could not enforce one kind of law in one place and another kind elsewhere. It could hardly adopt strict standards for loose states or loose standards for strict states without doing violence to local sentiment. In spite of the temptation to divert our power to local conditions where they have become offensive to our sense of decency, the only long-term policy that will save federal justice from being discredited by entanglements with local politics is that it confine itself to strict and impartial enforcement of federal law, letting the chips fall in the community where they may. Just as there should be no permitting of local considerations to stop federal enforcement, so there should be no striving to enlarge our power over local affairs and no use of federal prosecutions to exert an indirect influence that would be unlawful if exerted directly.",cover,Jackson - 1940 - The federal prosecutor.pdf
"3. ZIMRING, supra note  1  (manuscript ch.  4,  at 24-27.",cover,Barkow - 2019 - Prisoners of Politics Breaking the Cycle of Mass Incarceration The 2019 Minnesota Law Review Sympos.pdf
and cautions  that its  continued  expansion will  further erode  civil  rights and police  accountability.,cover,LRTPKXR9_Chandrasekher_2016_The effect of police slowdowns on crime.pdf
"McGill Guide 10th ed. Vicki C. Jackson, ""Constitutional Law in an Age of Proportionality"" (2015) 124:8 Yale L J 3094.",cover,Jackson - 2014 - Constitutional Law in an Age of Proportionality.pdf
"67 . This is not to say that the Columbia Triumvirate failed to benefit from the system they established. Joseph P. Chamberlain, then described as the American Association for Labor Legislation's point person for the 'technical work of bill drafting, ' appeared before Congress to advocate in favor of the Association's new workmen's compensation bill for marine workers. Lloyd F. Pierce, The Activities of the American Association for Labor Legislation in Behalf of Social Security and Protective Labor Legislation 208-11 (May 25, 1953) (Ph.D. dissertation, University of Wisconsin), https://minds.wisconsin.edu/bitstream/handle/1793/6589 /Pierce1953.pdf?sequence=1&isAllowed=y [https://perma.cc/DT2V-N7PY]. Chamberlain's appearance in Congress focused on whether the bill that became the Longshoremen's and Harbor Workers' Compensation Act of 1927 comported with a dense web of Supreme Court precedent. Id. After his testimony, lawmakers were uncertain as to the legality of the bill. They turned to the Senate OLC for the Office's opinion, which eventually greenlit revised legislation. Id. at 211-12. In a recurring pattern, a member of the Columbia Triumvirate supported legislation that was ultimately vindicated by one of the congressional OLCs populated with the Triumvirate's students.",body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Unknown_Abolition constitutionalism.pdf
"APA 7th ed. Heaton, Paul, Mayson, Sandra, &amp; Stevenson, Megan. (2017). The downstream consequences of misdemeanor pretrial detention Stanford Law Review, 69(3), 711-794.",cover,Heaton et al. - 2017 - The Downstream Consequences of Misdemeanor Pretrial Detention.pdf
## Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;,cover,McLeod - 2018 - Envisioning Abolition Democracy.pdf
"| C. Unilateral Organizational                                      |   830 |
|-------------------------------------------------------------------|-------|
| CONCLUSION ...................................................... |   831 |",cover,Richman - 2003 - Prosecutors and Their Agents_ Agents and Their Prosecutors.pdf
"A few years later, Chief Justice Roberts, writing for the Cedar Point majority, applied a general law approach. 95 To justify Cedar Point 's expansive rule that any physical invasion effectuated through a regulation constitutes a taking, Chief Justice Roberts first concluded that 'property' entails the absolute 'right to exclude,' 96 which 'cannot be balanced away.' 97 Because 'the right to exclude is 'universally held to be a fundamental element of the property right,'' 98 a regulation burdening this right categorically creates a Fifth Amendment taking. 99 The Court's exaltation of the right to exclude, and its subsequent holding that the California access regulation was a taking, rested on Blackstone's Commentaries , a law review article, and Supreme Court precedents. 100 In fact, the Court effectively prioritized general law over state law. As Professor Maureen Brady observes, 'the Court used a selective general-law approach to elide the question whether the longstanding California access regulation should constitute a background principle limiting agricultural owners' title.' 101",body_text,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"205. Jan Hoffman, Purdue Opioid Settlement on Verge of Collapse After Supreme Court Ruling , N.Y. TIMES. (June 27, 2024), https://nytimes.com/2024/06/27/health/purdue-pharma-sackler-opioid-supreme-court.html [perma.cc/BPM6-A43X].",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"8. Ira S. Bushey & Sons, Inc. v. United States, 398 F.2d 167, 171 (2d Cir. 1968) (citation omitted) (discussing the proper formulation of vicarious liability); see also, e.g. , FED. R. EVID. 411 ('Evidence that a person was or was not insured against liability is not admissible to prove whether the person acted negligently or otherwise wrongfully.').",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"Alternately, what if information is not truly sensitive, and law enforcement has unnecessarily secured it? Officers engaged in knowing fraud or misconduct already have incentives to conceal. Meanwhile, this Article's proposed reform could incentivize greater secrecy among well-meaning officers as well. Law enforcement agencies might respond to the reform by routinely making everything extra confidential.",body_text,michigan_law_review_law_enforcement_privilege
"MLA 9th ed. Ouziel, Lauren M. ""Legitimacy and Federal Criminal Enforcement Power."" Yale Law Journal, vol. 123, no. 7, May 2014, pp. 2236-2333. HeinOnline.",cover,Ouziel - 2013 - Legitimacy and Federal Criminal Enforcement Power.pdf
"135. Mark A. Geistfeld, The Principle of Misalignment: Duty, Damages, and the Nature of Tort Liability , 121 YALE L.J. 142, 162-64 (2011) (showing how the ordinary duty to exercise reasonable care equitably responds to the problem of irreparable injury).",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"115 Claeys, supra note 22 (manuscript at 25) .",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"Levine, Kate. (2021). Police prosecutions and punitive instincts. Washington University Law Review, 98(4), 997-1058.",cover,Levine - 2020 - Police Prosecutions and Punitive Instincts.pdf
"101. Cf. State v. Pickett, 246 A.3d 279, 298-99 (N.J. Super. Ct. App. Div. 2021).",footnote,michigan_law_review_law_enforcement_privilege
"150 Brady, supra note 40 , at 61 .",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"107. Id. ¶ 76; see also Free Trade Agreement, Can.-Colom., Nov. 21, 2008, 2011 Can. T.S. No. 11.",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"David S. Baime, 'Prosecutorial Discretion' (1973) 1 Crim Just Q 154               x Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document PinCite this document",cover,Bellin_2020_Theories of Prosecution.pdf
George Washington Univ. - Jacob Burns Law Library,cover,LRTPKXR9_Chandrasekher_2016_The effect of police slowdowns on crime.pdf
"Fundamental Principles and Rights at Work , INT'L LAB. ORG., https://www.ilo.org/projects-and-partnerships/projects/fundamental-principles-and-rightswork [perma.cc/RZ3Q-5ZQW].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
.....................................,cover,Sklansky - 2016 - The Nature and Function of Prosecutorial Power Criminology.pdf
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Bellin - 2020 - Theories of Prosecution.pdf
"Chicago 17th ed. Stanley Z. Fisher, ""In Search of the Virtuous Prosecutor: A Conceptual Framework,"" American Journal of Criminal Law 15, no. 3 (Spring 1988): 197-262",cover,Fisher - 1987 - In Search of the Virtuous Prosecutor A Conceptual Framework.pdf
"Ryan Stephan, Is Investment Arbitration Beneficial for Developing Countries? An Empirical Analysis , DAILY JUS (June 27, 2024), https://dailyjus.com/world/2024/06/is-investmentarbitration-beneficial-for-developing-countries-an-empirical-analysis [perma.cc/FR7Z-RG7S].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Richman - 2003 - Prosecutors and Their Agents_ Agents and Their Prosecutors.pdf
"To identify the relevant tort principles, we must first define the basic normative problem any court confronts when developing substantive tort law in a principled manner. By first spelling out the necessary rudiments of the normative calculus for solving these problems, we can then start to figure out how substantive tort law could, in principle, be affected by the availability of compensatory resources.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"Strict liability in these cases is not ideal; its deterrence properties wholly depend on the (inherently inadequate) compensatory damages remedy. But strict liability can still improve upon the deterrence capabilities of an underenforced negligence rule. Like that baseline negligence rule, these strict liability rules are formulated to equitably prevent irreparable injuries like premature death.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Holland and Zeidman - 2023 - Progressive Prosecutors or Zealous Defenders_ from Coast-to-Coast Symposium Reform-Minded Prosecuti.pdf
"A  large  percentage of  criminal prosecutions begin  with  the arrest of  the  individual without a warrant by some law  enforcement officer during  the investigation. The other  great  bulk of  criminal cases  begin  on the  complaint  of the  victim  or  a police officer and warrant  issued  thereon. The prosecutor has little control over  the  processing of the criminal case which begins  with  an arrest by the  law enforcement officer. He  may refuse to approve,  either by direct right of the  statute or by the  indirect pressure, to  countenance a complaint  by the  magistrate. In  the  latter case the  magistrate will  usually go along with  whatever  the  prosecutor wants,  whether  there be statutory authority or  not. However, in  some states, the  prosecutor does not first approve or necessarily even know  that a complaint is  being  issued and is  called in  after the  fact.' There  are  some cases  which are  started directly with  indictment by the  grand jury, which  we will take up  in  the  next  section.",cover,Nedrud - 1964 - The Role of the Prosecutor in Criminal Procedure Symposium - American Papers for the International C.pdf
"Part I outlines the Offset Provision and provides doctrinal background for the Spending Clause, standing, and special solicitude. Part II dives into the cases themselves, defining and explaining the Spending Contract and Tax Power injuries. Part III demonstrates the danger of the circuit courts' expansive approach to Spending Clause standing and prescribes better rules for future cases-ones that do not rely on special solicitude or illusory, novel theories of injury.",body_text,michigan_law_review_spending_clause_standing
"Angela J. Davis, 'Reimagining Prosecution: A Growing Progressive Movement' (2019) 3",cover,Davis - 2019 - Reimagining Prosecution A Growing Progressive Movement.pdf
"For  the  most  part this article will be in  the  nature of  a  survey of  the  criminal procedure  rules and statutes of the  fifty states. The federal rules and statutes are  listed in  the  appendix  as  an example.  A  surprising revelation of this survey  will  come  to those who believe their system  is  the only  one  and  that any other method of dispensing justice is obviously  inept, unconstitutional or  unworkable. In  ""those""  probably will be included all of  us,  as we, for  the  most part, are  slaves to one of  two state procedures plus  possibly the  federal criminal procedure.",cover,Nedrud - 1964 - The Role of the Prosecutor in Criminal Procedure Symposium - American Papers for the International C.pdf
"166. Dellwood Farms, Inc. v. Cargill, Inc., 128 F.3d 1122, 1125 (7th Cir. 1997).",footnote,michigan_law_review_law_enforcement_privilege
"The law enforcement privilege offers valuable safeguards for effective, lawful, and constitutional investigative methods. At the same time, it invites overclaiming and abuse; empowers police to conceal misconduct and evade accountability; and undermines the truth-seeking process of the courts. A privilege that risky should have clear constraints in law. In the memorable words of Judge Learned Hand writing about a case in which the FBI sought to conceal records of illegal wiretapping:",body_text,michigan_law_review_law_enforcement_privilege
"41. See Andrew Guthrie Ferguson, Why Digital Policing Is Different , 83 OHIO ST. L.J. 817, 841-42 (2022) (noting gray area between investigative and forensic technologies).",footnote,michigan_law_review_law_enforcement_privilege
PinCite this document,cover,McLeod - 2018 - Envisioning Abolition Democracy.pdf
"The  idea of  allocating criminal punishment through what  looks like a  street bazaar  has  proved  unappealing to  most  outside observers. Critics point to  the seeming  hypocrisy of using an  elaborate trial process as  window dressing, while doing  all the  real business of  the system  through the  most  unelaborate process imaginable. 9 They emphasize  the  unfairness (and  inaccuracy) of  determining defendants' fate without full investigation, without testimony and  evidence and impartial factfinding; they emphasize  too how this unfairness disproportionately harms the poor  and  unsophisticated. 0  Perhaps  especially, they  note  the  seeming  pervasiveness of  coercion and fraud  in  the  system.  Defendants  accept bargains because  of the threat of much harsher penalties after trial; they  are thus forced  to  give  up the  protections that the  trial system's many  formalities provide.""  And  judges  ofterx give  bargained-for sentences because  of  what prosecutors and defense  lawyers  do not say  at  sentencing; the  sentencing hearing seems rigged to  support the  deal  that the  two attorneys have  already struck. 1 2",cover,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Pierce_2015_The Court and Overcriminalization.pdf
McGill Guide 10th ed.,cover,Chander - 2016 - The Racist Algorithm 2017 Survey of Books Related to the Law Reviews.pdf
"For  five  consecutive  days,  protesters  took  to  the  streets,  City  Hall, and  the  police  headquarters  to  denounce  Gray's death  at  the  hands  of the Baltimore  police  officers 9 Citizens and  community  leaders  demanded that the  city fire  the officers  and  press  criminal  charges  against them. 10 After  over  a  week  of  intensifying  protests  and  national  attention,11  State's Attorney  Marilyn J.  Mosby filed  criminal  charges  against",cover,2018 - The Paradox of Progressive Prosecution Notes.pdf
"- 4 Jerry  Kang  et al., Implicit Bias in  the Courtroom, 59  UCLA L.  REV.  1124, 1139-42  (2012) (discussing implicit biases  among prosecutors);  Robert J. Smith &amp;  Justin  D. Levinson, The  Impact  of  Implicit  Racial Bias  on  the  Exercise  of Prosecutorial  Discretion, 35  SEATLE U. L.  REv. 795, 797  (2012)  (arguing  that ""implicit racial attitudes  and stereotypes  skew prosecutorial  decisions in a range of racially biased ways"").
- 5 See,  e.g., Stephanos  Bibas, Regulating the Plea-Bargaining  Market: From Caveat Emptor to Consumer Protection, 99  CALIF. L.  REv. 1117,  1151-60  (2011) (proposing  protections  for  defendants  who  enter  into  plea  bargains  similar  to protections  for consumer  contracts); I.  Bennett Capers, The Prosecutor's Turn, 57 WM &amp;  MARY  L.  REV.  1277,  1299-1305 (2016) [hereinafter  Capers, The Prosecutor's Turn] (discussing plea bargaining in the  context of the Due Process Clause);  Eric S.  Fish, Against Adversary Prosecution, 103  IOWA  L.  REV. 1419,  1444-45  (2018) (""American criminal justice is essentially  a system  of negotiated  dispositions  administered  by prosecutors."").
- 6 See,  e.g., Rachel E. Barkow, Institutional Design and  the Policing  of  Prosecutors: Lessonsfrom Administrative  Law, 61  STAN.  L.  REv.  869,  898  (2009) (arguing that  borrowing  from  the  institutional design  inherent  in  administrative  law checks  could  do much to rein in prosecutorial excess).
- 7 BAZELON, supra note 2,  at  147-95; Angela J.  Davis, The Progressive  Prosecutor: An Imperative  for Criminal  Justice  Reform, 87  FORDHAM  L.  REv. 1,  1  (2018) (urging the election of more progressive prosecutors); cf David Alan Sklansky, The Progressive  Prosecutor's  Handbook, 50  U.C.  DAVIS  L.  REv.  ONLINE  25,  27  (2017) (providing ten suggestions  of ""best practices""  for  progressive  district attorneys).
- 8 WILLIAM J. STUNTZ,  THE COLLAPSE  OF AMERICAN  CRIMINAL  JUSTICE 299  (2011); David Rudovsky,  Gideon and  the Effective Assistance of  Counsel:  The Rhetoric  and the  Reality, 32  LAW  &amp;  INEQ. 371,  377-82  (2014)  (discussing  the  depth  of  the funding  crisis);  Eve  Brensike  Primus, Defense Counsel and Public Defense, in 3 REFORMING  CRIMINAL JUSTICE:  PRETRIAL  AND TRIAL PROCESSES  121,  123-26  (Erik Luna ed. 2017);  Note, Effectively  Ineffective:  The  Failure of  Courts  to  Address  Underfunded Indigent Defense Systems, 118  HARV.  L.  REv.  1731,  1733-35  (2005).
- 9 See, e.g., I. Bennett Capers, Cross  Dressing and  the Criminal, 20 YALE J.  OF L.  &amp; HUMAN. 1,  22-30 (2008)  (overviewing exercises  of perspective  ""switching"" for actors in the criminal justice system); Bennett Capers, Real Rape Too, 99 CALIF.  L. REv. 1259, 1299-1300  (2011)  [hereinafter  Capers, Real Rape Too] (arguing for gender-neutrality  and  better training  for prosecutors  of sexual  assault);  Capers,",cover,Capers - 2019 - Against Prosecutors.pdf
"168 See generally Recent Case, supra note 142 (demonstrating the contestable meanings of 'necessity,' id. at 2415 , and 'emergency,' id. at 2413 , that the Baker court 'elided,' id. at 2415 ).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"ALWD 7th ed. Daniel Richman, Prosecutors and Their Agents, Agents and Their Prosecutors, 103 Colum. L. Rev. 749 (2003).",cover,Richman - 2003 - Prosecutors and Their Agents_ Agents and Their Prosecutors.pdf
"It is striking how closely this account of corrective justice conforms to our earlier account of tort law under idealized compensatory conditions. Perfectly compensatory damages entirely erase the wrongdoing and fully restore normative equilibrium, in which case there is no further reason to worry about preventing bodily injuries. 149",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"Puerto Rico v. United States, 490 F.3d 50, 64 (1st Cir. 2007).",footnote,michigan_law_review_law_enforcement_privilege
44 Id. at 1006 -07 (citing S.C. CODE ANN. § 48 -39 -280 ( Supp. 1990) ).,footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"But from there, Reed broke from the expected script. As much as he 'wish[ed] that it [was] possible, ' he was 'oath bound' to vote against it. 10 In his telling, excluding noncitizens from the census 'would be unconstitutional' under the Fourteenth Amendment and would 'jeopardize the entire measure.' 11",body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
"## The Punishment Bureaucracy:  How to Think About ""Criminal Justice Reform""",cover,Karakatsanis - 2018 - The Punishment Bureaucracy How to Think about Criminal Justice Reform.pdf
"61 Lucas , 505 U.S. at 1035 (Kennedy, J., concurring).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"This Article corrects the record. It provides the first analysis of five hundred opinions and memoranda showing that Congress had something like a congressional OLC for a half-century. From 1919 to 1969, the two Offices of the Legislative Counsel-one in the Senate and one in the House of Representatives-developed a system for resolving lawmakers' constitutional questions using a hierarchy of precedential opinions, nonprecedential memoranda, and briefs. When these Offices constructed constitutional meaning, they put a thumb on the scale for congressional power with a novel reasonable-doubt standard designed to vindicate Article I power. Lawyers in Congress used these opinions to construct constitutional meaning, establish drafting conventions, flesh out Congress's role in the administrative state, and build up Congress's hard and soft powers.",body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
"Progressive prosecutors have been widely hailed as the solution to mass incarceration.  This Article argues,  to the contrary,  that the legal  arm of law  enforcement  can  never be the  full answer  to its problems. While  scholars  critique police  and call  to  defund  and  dismantle  them, they  overlook prosecutors. Building  on the work  of abolitionist organizers  to theorize  and critique  progressive prosecutors,  the  Article asks  two  key questions  that  scholars  have  left  unanswered:  1)  Should the  system be  changed  from within?  and 2)  Can  the system  be  changed  from within? In  other words,  can reformers prosecute,  and can prosecutors  transform? I  answer the first question with cautious  optimism, concluding  that  prosecutors' institutional  power  and ethical mandate  to  ""do justice"" can be repurposed to start reversing decades  of  building  the carceral  state.  As to whether prosecutors  can  transform  the  system,  I  conclude  they  cannot. Transformation  entails  ceding power  to communities,  divesting  criminal  system resources,  and  investing  in  societal  supports that  actually  keep people  safe. Prosecutors'  essential  function  to  convict  and  punish  people cannot meaningfully  achieve  the dismantling of the carceral  state or the buildup  of alternatives. Three  pitfalls  in particular  impede them: exceptionalism,  net-widening,  and the hero complex.",cover,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf
"85. To clarify, although this Note suggests that 'notice and comment' is the problem, the issues identified here are all related to the comment half of the process. There is no reason why an agency should not continue to comply with the notice half of its obligations under the APA, nor does this Note argue as much.",footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
"6 See Nazgol Ghandnoosh, Race and Punishment: Racial Perceptions of Crime and Support for Punitive Policies *20-22 (The Sentencing Project, Sept 2014), archived at https://perma.cc/UB68-WHCB.",cover,Rappaport - 2020 - Some doubts about democratizing criminal justice.pdf
277. See supra Section I.B.,footnote,michigan_law_review_spending_clause_standing
George Washington Univ. - Jacob Burns Law Library,cover,P35HYYZ6_Pierce_2015_The Court and Overcriminalization.pdf
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf
"338. Our Work , CHILD RESCUE COAL., https://childrescuecoalition.org/our-work [perma.cc/9PJV-92C3]; see also Law Enforcement , CHILD RESCUE COAL., https://childrescuecoalition.org/law-enforcement [perma.cc/P298-K3U7].",footnote,michigan_law_review_law_enforcement_privilege
"district attorney  campaigns  have  attracted  increased  attention  from the media,  academics,  and  activists,  as candidates  have begun to  embrace the role  of ""progressive prosecutor."" 7 Is  that a  meaningful  category at all,  and if so,  who is  entitled to claim  the mantle?  My  reading of the debate  over  Harris's record  reveals  less  a  dispute about what she did  in her time  as a  California prosecutor,  or what  she promised to do if elected president, than it does fundamental disagreements  (or, at the very least, troubling sloppiness)  about what constitutes a  ""progressive prosecutor.""  In this  Essay,  I  argue that ""progressive prosecutor"" means  many different things to many different people. These  differences  in  turn reveal  important  fault  lines  in  academic  and  public perceptions  of the criminal  system and its flaws.",cover,Levin - 2020 - Imagining the Progressive Prosecutor Essay.pdf
"254. See Morrisey , 59 F.4th at 1140.",footnote,michigan_law_review_spending_clause_standing
"In  a democracy,  local  elections  are  the  natural  place  to  direct popular energy. While  a  desire for  criminal  justice  reform could  reasonably  be channeled  toward  electing legislators  or state judges,  some  organizers focus on another target-district attorneys.",cover,Bellin - 2020 - Expanding the Reach of Progressive Prosecution Criminal Law.pdf
"149 See Brian Angelo Lee, Emergency Takings , 114 MICH L. REV. 391 , 391 , 393 ( 2015 ).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"Your responsibility in your several districts for law enforcement and for its methods cannot be wholly surrendered to Washington, and ought not to be assumed by a centralized Department of Justice. It is an unusual and",cover,Jackson - 1940 - The federal prosecutor.pdf
"Pub.  L. No.  94-409, 90 Stat. 1241  (1976)  (codified  as amended at 5 U.S.C. § 552b).",cover,Bibas - 2008 - Prosecutorial Regulation versus Prosecutorial Accountability.pdf
"13 . Id. ('[T]he Senator will find [the authority] in a memorandum prepared by the legislative counsel of the Senate.'). For the Senate Office of Legislative Counsel (OLC) opinion, see Memorandum on Power of Congress to Exclude Aliens from Enumeration for Purposes of Apportionment of Representatives from C.E. Turney, Law Assistant, Off. of the Legis. Couns., U.S. Senate (Apr. 30, 1929), reprinted in 71 Cong. Rec . 1821-22 (1929).",body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
"43 Id. (citing, inter alia, Agins v. City of Tiburon, 447 U.S. 255 , 260 ( 1980 )).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"3. RACHEL  ELISE  BARKOW, PRISONERS OF  POLITICS:  BREAKING  THE  CYCLE  OF  MASS INCARCERATION 143-64  (2019); ANGELA  J.  DAVIS,  ARBITRARY  JUSTICE:  THE  POWER  OF  THE AMERICAN  PROSECUTOR (2007); JOHN  F.  PFAFF,  LOCKED  IN:  THE  TRUE  CAUSES  OF  MASS INCARCERATION  AND  HOW TO  ACHIEVE  REAL  REFORM 127-60 (2017);  WILLIAM  J.  STUNTZ, THE  COLLAPSE  OF AMERICAN  CRIMINAL  JUSTICE (2011); see  also Jeffrey Bellin, The Power of Prosecutors, 94 N.Y.U.  L.  REV.  171,  177, 188  (2019)  (citing  scholars  focusing  on prosecutorial power).",cover,Barkow - 2020 - Can Prosecutors End Mass Incarceration 2020 Survey of Books Related to the Law Reviews.pdf
"Part I of this Note evaluates the current international investment law landscape, its advantages, and its relationship with human rights. Part II introduces the fiduciary theory and explores its moral, philosophical, and legal justifications. It then demonstrates how this theory is applied to international investment law. Finally, Part III presents three different contexts for implementing the theory in practice, emphasizing why this is a critical moment for reform.",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
424 . See supra notes 243-244 and accompanying text.,footnote,yale_law_journal_The_Prison_Discovery_Crisis
"But that is only part of the story. A full examination of the ascent of general property law must also account for the recent emergence of general law background principles. Background principles found in the general law, rather than in state-specific law, complicate the dialogue around general property law because they serve as a basis for denials of otherwise viable takings claims. Yet many discussions of the sea change in constitutional property overlook the potentially problematic interaction between general property law and background principles. 25",body_text,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"In Berger v.  United States, 2 the  Supreme Court noted that the prosecutor's ""interest ... in  a  criminal  prosecution  is  not  that it  shall  win a  case,  but  that  justice  shall  be  done."" Nonetheless,  most  prosecutors have  focused  on  seeking  convictions  in criminal  cases.  This  perspective has greatly contributed  to  the phenomenon  of mass incarceration  and its many unjust collateral consequences. 3",cover,Davis - 2019 - Reimagining Prosecution A Growing Progressive Movement.pdf
"1.  Kenneth Kipnis, Criminal Justice and the Negotiated Plea, 86 Ethics 93, 95 (1976); see also William Ortman, Probable Cause Revisited, 68 Stan. L. Rev. 511, 516 (2016) ('American criminal justice backed into plea bargaining, and formal law has long been ambivalent about it. ').",cover,Crespo - 2018 - The hidden law of plea bargaining.pdf
"Bear Creek Mining Corp. , ICSID Case No. ARB/14/21, Award, ¶ 411.",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"8. Id. (manuscript ch. 9, at 11).",cover,Barkow - 2019 - Prisoners of Politics Breaking the Cycle of Mass Incarceration The 2019 Minnesota Law Review Sympos.pdf
George Washington Univ. - Jacob Burns Law Library,cover,Roberts - 2019 - Abolition Constitutionalism The Supreme Court 2018 Term Foreword.pdf
## William  B. L.  Little*,cover,60BaylorLRev73.pdf
"My aim in this Article is to isolate one important design margin for  evaluating  algorithmic  criminal  justice:  the  effect  of  algorithmic criminal  justice  tools  on racial  equity .  I  use  this  capacious  term  to capture the complex ways in which the state's use of a technology can implicate normative and legal concerns related to racial dynamics. The Article  considers  a  number  of  ways  in  which  legal  scholars  and computer scientists have theorized how criminal justice interacts with racial  patterning  in  practice.  It  analyzes  the  utility  of  each  lens  for evaluating new algorithmic technologies. A primary lesson concerns the parameter  that best captures racial equity concerns in an algorithmic  setting:  I  suggest  that  the  leading  metrics  advanced  by computer scientists are not sufficient, and propose an alternative. A secondary  lesson  relates  to  the  fit  between  problems  of  race  in  the algorithmic context on the one hand, and legal or technical conceptions of equality on the other. Reflection on technological change, that is, casts light on the approaching desuetude of equal protection doctrine.",cover,Huq - 2019 - Racial equity in algorithmic criminal justice.pdf
"7 Monica C. Bell, Anti-Segregation  Policing,  95 N.Y.U. L. REv. 650, 741 (2020) (""While police  chiefs  are somewhat democratically accountable-most  are appointed by their mayors or a board of other elected officials."").",cover,Bellin - 2020 - Expanding the Reach of Progressive Prosecution Criminal Law.pdf
"state's authority. The fiduciary theory can illuminate the scope of these constraints. With the fiduciary theory's clarification, the investor can better understand-and reasonably expect-what the state can, and more importantly, cannot contract away through an IIA. At its core, the fiduciary theory is about the nature of a state's sovereignty. Sovereignty is not a blank check to exercise illimitable power. Instead, it is collective power bestowed by that state's citizenry to ensure they can exercise inalienable rights. Consequently, contracting away the power to regulate in protection of a population's human rights through an IIA is clearly outside the bounds of a state's valid exercise of sovereignty. 134",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"McGill Guide 10th ed. Michael Pierce, ""The Court and Overcriminalization"" (2015-2016) 68 Stan L Rev Online 50.",cover,Pierce_2015_The Court and Overcriminalization.pdf
"13 Clifton, supra note  3.",cover,McLeod - 2018 - Envisioning Abolition Democracy.pdf
"6 Angela J.  Davis, Reimagining  Prosecution: A  Growing  Progressive  Movement, 3 UCLA CRIM.  JUST. L. REv.  1,  5  (2019) [hereinafter  Davis, Reimagining Prosecution].",cover,Fryer - 2020 - Race_ Reform_ _ Progressive Prosecution Criminal Law.pdf
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Roberts - 2019 - Abolition Constitutionalism The Supreme Court 2018 Term Foreword.pdf
